,Set number,Name,Also known as,Set type,Theme group,Theme,Subtheme,Year released,Tags,Pieces,RRP,Current value,Price per piece,Age range,Packaging,Dimensions,Availability,Notes,Rating,Minifigs,Weight,Barcodes,Designer,Designers,LEGO item numbers
8188,6376-1,Breezeway Café,Italian Restaurant,Normal,Modern day,Town,Shops and Services,1990,View tags »BaseplateKitchenParrotPizzeriaRestaurant ,183,$23.00,"
New: ~CA$268
Used: ~CA$72
",12.6c,,Box,,Retail,Re-released as 10037-1 ,✭✭✭✭✭ 4.7 58 ratings 9 Reviews,5,,,,,
8189,6377-1,Delivery Center,,Normal,Modern day,Town,Flight,1985,View tags »AircraftAirplaneCargoDelivery TruckForkliftJet AircraftSliding DoorVan ,305,$25.50,"
New: ~CA$467
Used: ~CA$186
",8.4c,,Box,,Retail - limited,NA only., 3 Reviews,4,,,,,
8190,6378-1,Shell Service Station,Service Station With Shop,Normal,Modern day,Town,Shops and Services,1986,View tags »Cross PromotionRoad BaseplateService StationService VehicleShellShopTow TruckTruck ,291,$25.50,"
New: ~CA$483
Used: ~CA$102
",8.8c,,Box,,Retail,,✭✭✭✭✭ 4.5 67 ratings 8 Reviews,2,,,,,
8191,6379-1,Riding Stable,Riding School,Normal,Modern day,Town,Leisure,1986,View tags »BaseplateCarriageHorseHouseObstacle CourseStable ,275,$26.00,"
New: ~CA$439
Used: ~CA$76
",9.5c,,Box,,Retail,,✭✭✭✭✭ 4.3 49 ratings 4 Reviews,2,,,,,
8192,6380-1,Emergency Treatment Center,Hospital With Theatre & Ambulance,Normal,Modern day,Town,Medical,1987,View tags »AmbulanceHospitalMedicalRoad Baseplate ,308,$29.75,"
New: ~CA$457
Used: ~CA$110
",9.7c,,Box,,Retail,Random set of the day on ,✭✭✭✭✭ 4.4 91 ratings 15 Reviews,5,,UPC: 042884063801,,,
8193,638-1,"Lots of Extra Basic Bricks, 3+",,Normal,Basic,Basic,Supplementaries,1996,View tags »,404,,"
New: 
Used:
",,,,,,Boxed set.,Not yet rated,,,,,,
8194,6381-1,Motor Speedway,Car Racing Scene,Normal,Modern day,Town,Racing,1987,View tags »CameraCarCross PromotionFinish LineFormula 1Pit StopRacingRacing CarRoad BaseplateShellSpectator Stand ,205,$23.00,"
New: ~CA$218
Used: ~CA$32
",11.2c,,Box,,Retail,Random set of the day on 07 Feb 2018,✭✭✭✭✩ 3.7 65 ratings 3 Reviews,5,,,,,
8195,6382-1,Fire Station,Fire Station,Normal,Modern day,Town,Fire,1981,View tags »BedroomFire StationFire TruckRoad BaseplateTruck ,390,$25.00,"
New: ~CA$635
Used: ~CA$92
",6.4c,,Box,,Retail,,✭✭✭✭✭ 4.3 83 ratings 9 Reviews,4,,,,,
8196,6383-1,Public Works Center,,Normal,Modern day,Town,Maintenance,1981,View tags »ConstructionCraneDump TruckFront LoaderRoad BaseplateService StationService VehicleTipper Truck ,421,$30.00,"
New: ~CA$1695
Used: ~CA$219
",7.1c,,Box,,Retail - limited,Limited release - NA and Germany.,✭✭✭✭✭ 4.8 24 ratings 6 Reviews,4,,,,,
8197,6384-1,Police Station,Police Station,Normal,Modern day,Town,Police,1983,View tags »AircraftCarHelicopterLanding PadMotorcyclePolicePolice CarPolice HelicopterPolice StationPropeller AircraftRoad Baseplate ,389,,"
New: ~CA$310
Used: ~CA$62
",,,Box,,Retail,,✭✭✭✭✩ 4.2 85 ratings 6 Reviews,4,,,,,
8198,6385-1,Fire House-I,Fire Station With Sliding Doors,Normal,Modern day,Town,Fire,1985,View tags »FireFire StationFire TruckPickup TruckRoad BaseplateTruck ,407,$43.00,"
New: ~CA$577
Used: ~CA$117
",10.6c,,Box,,Retail,,✭✭✭✭✩ 4.1 60 ratings 5 Reviews,3,,,,,
8199,6386-1,Police Command Base,Police Headquarters W/ Helicopter,Normal,Modern day,Town,Police,1986,View tags »AircraftHelicopterLanding PadMotorcycleOff RoaderPolicePolice CarPolice HelicopterPolice StationPropeller AircraftRoad Baseplate ,381,,"
New: ~CA$520
Used: ~CA$76
",,,Box,,Retail,,✭✭✭✭✩ 4.1 95 ratings 8 Reviews,4,,EAN: 5702010963867,,,
8200,6387-1,Coastal Rescue Base,,Normal,Modern day,Town,Coastguard,1989,View tags »AircraftBoatCoast GuardHelicopterLanding PadPropeller AircraftRoad BaseplateSpeedboatTrailer ,374,$35.00,"
New: ~CA$229
Used: ~CA$65
",9.4c,,Box,,Retail - limited,Limited release.,✭✭✭✭✩ 4.1 33 ratings 4 Reviews,4,,,,,
8201,6388-1,Holiday Home with Campervan,Holiday Home With Camper,Normal,Modern day,Town,Leisure,1989,View tags »BaseplateBbqBicycleBoatCamper VanCampingCarCoffee MachineFurnitureHouseKitchenSpeedboatTrailer ,353,,"
New: ~CA$765
Used: ~CA$75
",,,Box,,Retail,Random set of the day on 06 Apr 2020Same as 1472-1 ,✭✭✭✭✭ 4.5 45 ratings 5 Reviews,4,,EAN: 5702010963881,,,
8202,6389-1,Fire Control Center,Fire Station With Heliplatform,Normal,Modern day,Town,Fire,1990,View tags »AircraftCoffee MachineFireFire CarFire HelicopterFire StationFire TruckHelicopterLanding PadOff RoaderPickup TruckPropeller AircraftRoad BaseplateTruck ,533,$52.00,"
New: ~CA$330
Used: ~CA$61
",9.8c,,Box,,Retail,,✭✭✭✭✭ 4.3 66 ratings 6 Reviews,4,,UPC: 042884063894,,,
8203,6390-1,Main Street,,Normal,Modern day,Town,Shops and Services,1980,View tags »BedroomCarConstructionConvertibleCraneHotelHouseLamppostPedestrian CrossingPickup TruckRoad BaseplateService StationStreet VendorTruck ,591,$40.00,"
New: 
Used: ~CA$224
",6.8c,,Box,,Retail - limited,NA only. Random set of the day on 02 Aug 2020Re-released as 10041-1 ,✭✭✭✭✭ 4.6 18 ratings 5 Reviews,8,,,,,
8204,639-1,"Lots of Extra Basic Bricks, 5+",,Normal,Basic,Basic,Supplementaries,1996,View tags »,400,$19.75,"
New: ~CA$54
Used:
",4.9c,,,,,Boxed set.,Not yet rated,,,,,,
8205,6391-1,Cargo Center,,Normal,Modern day,Town,Shops and Services,1984,View tags »AircraftCargoForkliftHelicopterLanding PadPropeller AircraftRoad BaseplateSliding DoorTransport VehicleTruck ,553,$43.00,"
New: ~CA$1269
Used: ~CA$224
",7.8c,,Box,,Retail - limited,Limited release - NA and Germany.,✭✭✭✭✭ 4.7 29 ratings 1 Review,5,,,,,
8206,6392-1,Airport,Airport,Normal,Modern day,Town,Flight,1985,View tags »AircraftAirplaneAirportBaseplateHelicopterJet AircraftLanding PadPropeller AircraftRestaurantRoad BaseplateTractorTrailer ,530,$52.75,"
New: ~CA$811
Used: ~CA$149
",10.0c,,Box,,Retail,,✭✭✭✭✭ 4.5 93 ratings 12 Reviews,8,,EAN: 5702010963928,,,
8207,6393-1,Big Rig Truck Stop,,Normal,Modern day,Town,Shops and Services,1987,View tags »4X8 ContainerArticulated LorryCartPedestrian CrossingRestaurantRoad BaseplateService StationService VehicleTow TruckTrailerTransport VehicleTruck ,621,$52.75,"
New: ~CA$1777
Used: ~CA$329
",8.5c,,Box,,Retail - limited,Limited release.,✭✭✭✭✭ 4.5 30 ratings 5 Reviews,5,,,,,
8208,6394-1,Metro Park & Service Tower,Parking And Service Centre,Normal,Modern day,Town,Shops and Services,1988,View tags »CarCar WashConvertibleCross PromotionMotorcycleParking GaragePickup TruckRoad BaseplateService StationShellShop ,620,$58.25,"
New: ~CA$792
Used: ~CA$194
",9.4c,,Box,,Retail,Random set of the day on 11 Jun 2018,✭✭✭✭✭ 4.3 74 ratings 11 Reviews,6,,UPC: 042884063948,,,
8209,6395-1,Victory Lap Raceway,Grand Prix Racing Scene,Normal,Modern day,Town,Racing,1988,View tags »CameraCarCross PromotionFinish LineFormula 1MedicalPedestrian CrossingPit StopRacingRacing CarRoad BaseplateShellSpectator StandTrailerTransport Vehicle ,606,$58.25,"
New: ~CA$529
Used: ~CA$143
",9.6c,,Box,,Retail,,✭✭✭✭✭ 4.5 53 ratings 10 Reviews,13,,UPC: 042884063955,,,
8210,6396-1,International Jetport,Holiday Airport,Normal,Modern day,Town,Flight,1990,View tags »AircraftAirplaneAirportBaseplateHelicopterJet AircraftLanding PadMetal DetectorPropeller AircraftRoad BaseplateTrailer ,541,$69.75,"
New: ~CA$464
Used: ~CA$254
",12.9c,,Box,,Retail,,✭✭✭✭✩ 4.0 72 ratings 8 Reviews,8,,,,,
8211,6397-1,Gas N' Wash Express,Octan Service,Normal,Modern day,Town,Shops and Services,1992,View tags »CarCar WashOctanRoad BaseplateService StationShopTow Truck ,470,$52.00,"
New: ~CA$229
Used: ~CA$100
",11.1c,,Box,,Retail,Re-released as 6472-1 ,✭✭✭✭✭ 4.3 60 ratings 6 Reviews,3,,,,,
8212,6398-1,Central Precinct HQ,International Police Headquarters,Normal,Modern day,Town,Police,1993,View tags »AircraftBaseplateBedroomCameraCarCoffee MachineConvertibleHelicopterLanding PadMapOff RoaderPolice CarPolice HelicopterPolice StationPropeller AircraftRoad BaseplateSprung ,615,$73.00,"
New: ~CA$429
Used: ~CA$113
",11.9c,,Box,,Retail,,✭✭✭✭✭ 4.4 63 ratings 15 Reviews,5,,UPC: 042884063986,,,
8213,6399-1,Airport Shuttle,Airport Shuttle,Normal,Modern day,Town,Monorail,1990,View tags »9VAirportBaseplateLamppostMonorailPublic TransportRestaurantRoad Baseplate ,767,$140.00,"
New: ~CA$1588
Used: ~CA$990
",18.3c,,Box,,Retail,,✭✭✭✭✭ 4.8 73 ratings 19 Reviews,9,,UPC: 042884063993EAN: 5702010963997,,,
8214,6-4,Promotional Basic Set No. 6 (Kraft Velveeta),,Normal,Vintage,Samsonite,Basic set,1971,View tags »,77,$1.00,"
New: 
Used:
",1.3c,,Box,,Promotional,USA only.,Not yet rated,,,,,,
8215,6400-1,Go-Kart,,Normal,Modern day,Town,Racing,1997,View tags »Go KartOctanRacingRacing Car ,22,,"
New: ~CA$10
Used: ~CA$3
",,,Box,,Retail,Boxed version of 6406-1 Same as 1096-1 ,✭✭✭✭✩ 3.6 24 ratings 5 Reviews,1,,EAN: 5702010964000,,,
8216,640-1,Fire Truck,Fire Truck And Trailer,Normal,Vintage,LEGOLAND,Vehicle,1971,View tags »Fire TruckTrailer ,45,£0.55,"
New: 
Used: ~CA$10
",1.2p,,Box,,Retail,Released April 1971 in the UK. Also known as 'Fire Engine' (UK),Not yet rated,,,,,,
8217,6401-1,Seaside Cabana,Paradisa Beach,Normal,Modern day,Town,Paradisa,1992,View tags »BeachBoatParrotSurfing ,45,$6.75,"
New: ~CA$61
Used: ~CA$14
",15.0c,,Box,,Retail,,✭✭✭✭✩ 3.6 52 ratings 2 Reviews,2,,,,,
8218,640-2,Fire Truck and Trailer,,Normal,Modern day,Town,Classic,1978,View tags »ConvertibleFireFire CarTrailer ,45,,"
New: 
Used: ~CA$6
",,,,,,,Not yet rated,1,,,,,
8219,6402-1,Sidewalk Café,,Normal,Modern day,Town,Paradisa,1994,View tags »BicycleFrozen TreatsRestaurantStreet Vendor ,47,$7.25,"
New: ~CA$72
Used: ~CA$23
",15.4c,,Box,,Retail,Random set of the day on 10 Aug 2019Included in 22-3 ,✭✭✭✭✩ 4.1 48 ratings 3 Reviews,2,,EAN: 5702010964024,,,
8220,6403-1,Paradise Playground,Paradisa Beach Playground,Normal,Modern day,Town,Paradisa,1993,View tags »BabyBaseplateFairgroundParrotPlaygroundSlide ,94,$13.25,"
New: ~CA$57
Used: ~CA$28
",14.1c,,Box,,Retail,,✭✭✭✭✩ 3.9 17 ratings 3 Reviews,3,,,,,
8221,6404-1,Carriage Ride,,Normal,Modern day,Town,Paradisa,1996,View tags »CarriageFoalHorseParrot ,62,$8.75,"
New: ~CA$90
Used: ~CA$25
",14.1c,,Box,,Retail,,✭✭✭✭✩ 4.2 25 ratings 1 Review,2,,EAN: 5702010964048,,,
8222,6405-1,Sunset Stables,Paradisa Pony Paddock,Normal,Modern day,Town,Paradisa,1992,View tags »4X4BaseplateCarHorseStableTrailer ,133,$16.00,"
New: ~CA$64
Used: ~CA$24
",12.0c,,Box,,Retail,,✭✭✭✭✩ 3.8 34 ratings 2 Reviews,2,,,,,
8223,6406-1,Go-Kart,,Normal,Modern day,Town,Racing,1997,View tags »Go KartOctanPolybagRacingRacing Car ,22,$2.00,"
 New: ~CA$9
Used: ~CA$4
",9.1c,,Polybag,,Retail - limited,Polybag version of 6400-1 , 2 Reviews,1,,,,,
8224,6407-1,Fire Chief,,Normal,Modern day,Town,Fire,1997,View tags »FireFire TruckJuniorisedOff RoaderTruck ,24,$5.50,"
New: ~CA$15
Used: ~CA$3
",22.9c,,Box,,Retail,Included in 78579-1 ,✭✭✭✩✩ 2.8 25 ratings 4 Reviews,1,,,,,
8225,6409-1,Island Arcade,Paradisa Fun Park,Normal,Modern day,Town,Paradisa,1993,View tags »ArcadeBabyBaseplateFairgroundParrot ,145,$21.00,"
New: ~CA$124
Used: ~CA$44
",14.5c,,Box,,Retail,,✭✭✭✭✩ 3.8 19 ratings 1 Review,5,,EAN: 5702010964093,,,
8226,6410-1,Cabana Beach,,Normal,Modern day,Town,Paradisa,1994,View tags »BaseplateBeachBoatMonkeyParrotSurfing ,152,$25.50,"
New: ~CA$134
Used: ~CA$57
",16.8c,,Box,,Retail,Random set of the day on 25 May 2018,✭✭✭✭✩ 4.0 25 ratings 3 Reviews,4,,,,,
8227,641-1,Excavator,Excavator,Normal,Modern day,Town,Classic,1978,View tags »ConstructionExcavator ,41,,"
New: 
Used: ~CA$14
",,,,,,Random set of the day on 30 Jun 2018, 1 Review,1,,,,,
8228,6411-1,Sand Dollar Café,Club Paradisa,Normal,Modern day,Town,Paradisa,1992,View tags »BaseplateBeachBicycleLifeguardParrotRestaurantStreet VendorSurfing ,168,$29.75,"
New: ~CA$181
Used: ~CA$65
",17.7c,,Box,,Retail,,✭✭✭✭✩ 4.0 43 ratings 4 Reviews,5,,,,,
8229,6414-1,Dolphin Point,,Normal,Modern day,Town,Paradisa,1995,View tags »BaseplateBbqBeachBoatDolphinFrozen TreatsIslandLighthouseParrotRestaurantShopSurfing ,207,$33.00,"
New: ~CA$180
Used: ~CA$129
",15.9c,,Box,,Retail,Random set of the day on 11 Apr 2019,✭✭✭✭✩ 4.1 18 ratings 2 Reviews,4,,EAN: 5702010964147,,,
8230,6415-1,Res-Q Jet-Ski,,Normal,Modern day,Town,Res-Q,1998,View tags »Jetski ,18,,"
New: ~CA$9
Used: ~CA$4
",,,Box,,Retail,Random set of the day on 07 Jun 2019Boxed version of 6428-1 Same as 1097-1 ,✭✭✭✭✩ 3.4 23 ratings 6 Reviews,1,,EAN: 5702010964154,,,
8231,6416-1,Poolside Paradise,Paradisa Palm Villa,Normal,Modern day,Town,Paradisa,1992,View tags »CarCoffee MachineConvertibleHouseKitchenParrotRaised BaseplateRoad BaseplateSwimming Pool ,229,$38.50,"
New: ~CA$524
Used: ~CA$124
",16.8c,,Box,,Retail,Random set of the day on 05 Dec 2019,✭✭✭✭✭ 4.7 51 ratings 3 Reviews,4,,,,,
8232,6417-1,Show Jumping Event,,Normal,Modern day,Town,Paradisa,1997,View tags »Award PodiumCatHorse ,36,$4.00,"
New: ~CA$54
Used: ~CA$14
",11.1c,,Box,,Retail,, 2 Reviews,1,,,,,
8233,6418-1,Country Club,,Normal,Modern day,Town,Paradisa,1996,View tags »BaseplateCarriageHorseParrotRestaurantStable ,280,$42.00,"
New: ~CA$481
Used: ~CA$126
",15.0c,,Box,,Retail,Random set of the day on 07 Mar 2019,Not yet rated,5,,,,,
8234,6419-1,Rolling Acres Ranch,Paradisa Palm Ranch,Normal,Modern day,Town,Paradisa,1992,View tags »BaseplateCarCarriageHorseRoad BaseplateStableTrailer ,364,$46.00,"
New: ~CA$347
Used: ~CA$79
",12.6c,,Box,,Retail,,✭✭✭✭✩ 4.1 28 ratings 1 Review,3,,,,,
8235,6420-1,Mail Carrier,,Normal,Modern day,Town,Postal,1998,View tags »BicycleMailPost ,12,$2.00,"
New: ~CA$45
Used: ~CA$20
",16.7c,,Box,,Retail,,✭✭✭✭✩ 3.9 32 ratings 4 Reviews,1,,EAN: 5702010964208,,,
8236,642-1,Tow Truck and Car,Tow Truck And Car,Normal,Modern day,Town,Classic,1978,View tags »CarCross PromotionService VehicleShellTow TruckTruck ,44,,"
New: ~CA$391
Used: ~CA$8
",,,Box,,Retail,, 2 Reviews,,,,,,
8237,642-2,Double Excavator,,Normal,Vintage,LEGOLAND,Vehicle,1971,View tags »BackhoeFront Loader ,33,£0.55,"
New: ~CA$60
Used: ~CA$8
",1.7p,,Box,,Retail,Released April 1971 in the UK.,Not yet rated,,,,,,
8238,6422-1,Telephone Repair,,Normal,Modern day,Town,Maintenance,1998,View tags »JuniorisedService VehicleTelephone BoothTruck ,43,$8.75,"
New: ~CA$27
Used: ~CA$11
",20.3c,,Box,,Retail,,✭✭✭✩✩ 3.0 37 ratings 6 Reviews,1,,EAN: 5702010964222,,,
8239,6423-1,Mini Tow Truck,,Normal,Modern day,Town,City,2000,View tags »ExcavatorJuniorisedOctanService VehicleTow TruckTruck ,35,$5.00,"
New: ~CA$16
Used: ~CA$5
",14.3c,,Box,,Retail,,✭✭✭✩✩ 3.2 18 ratings 3 Reviews,1,,EAN: 5702012006234,,,
8240,6424-1,Rig Racers,,Normal,Modern day,Town,Vehicles,1998,View tags »JuniorisedOctanPit StopRacingTruck ,101,$20.00,"
New: ~CA$28
Used: ~CA$13
",19.8c,,Box,,Retail,Random set of the day on 12 May 2020, 4 Reviews,3,,,,,
8241,6425-1,TV Chopper,,Normal,Modern day,Town,City,1999,View tags »AircraftCameraHelicopterPropeller AircraftTv ,37,$4.00,"
New: ~CA$18
Used: ~CA$4
",10.8c,,Box,,Retail,,✭✭✭✩✩ 3.0 41 ratings 9 Reviews,1,,,,,
8242,6426-1,Super Cycle Center,,Normal,Modern day,Town,City,1998,View tags »CarCartJuniorisedMotorcycleOctanOff RoaderRoad BaseplateService StationService VehicleShopTrailer ,137,$30.00,"
New: ~CA$79
Used: ~CA$48
",21.9c,,Box,,Retail,,✭✭✭✭✩ 3.5 18 ratings 4 Reviews,4,,,,,
8243,6427-1,Road Signs,,Normal,Modern day,Town,Accessories,1999,View tags »AccessoryConstructionPolice ,43,$6.00,"
New: ~CA$40
Used: ~CA$20
",14.0c,,Box,,Retail,Random set of the day on 01 Aug 2019,✭✭✭✭✩ 4.2 20 ratings 2 Reviews,,,,,,
8244,6428-1,Wave Saver,,Normal,Modern day,Town,Res-Q,1998,View tags »JetskiPolybag ,18,$2.00,"
New: ~CA$7
Used: ~CA$6
",11.1c,,Polybag,,Retail - limited,Polybag version of 6415-1 Same as 1097-1 ,Not yet rated,1,,,,,
8245,6429-1,Blaze Responder,,Normal,Modern day,Town,City,1999,View tags »BoatDinghyFire BoatFire ShipFloats On Water ,45,$13.00,"
New: ~CA$31
Used: ~CA$11
",28.9c,,Box,,Retail,,✭✭✭✭✩ 3.4 27 ratings 9 Reviews,2,,EAN: 5702012000065,,,
8246,6430-1,Night Patroller,High-Speed Patrol,Normal,Modern day,Town,Police,1991,View tags »9VElectricLight And Sound SystemPolicePolice Car ,140,$25.00,"
New: ~CA$325
Used: ~CA$30
",17.9c,,Box,,Retail,Includes 9V light and sound elements.Random set of the day on 08 Mar 2018,✭✭✭✭✩ 4.2 45 ratings 5 Reviews,1,,,,,
8247,643-1,Flatbed Truck,Lorry,Normal,Modern day,Town,Classic,1978,View tags »Pickup TruckTruck ,39,,"
New: 
Used: ~CA$14
",,,,,,, 1 Review,2,,,,,
8248,6431-1,Road Rescue,,Normal,Modern day,Town,Res-Q,1998,View tags »ConvertibleOff Roader ,48,$4.00,"
New: ~CA$13
Used: ~CA$7
",8.3c,,Box,,Retail,,✭✭✭✭✩ 3.5 41 ratings 7 Reviews,1,,EAN: 5702010964314,,,
8249,643-2,Mobile Crane,,Normal,Vintage,LEGOLAND,Vehicle,1971,View tags »8 Wheel VehicleConstructionCraneMobile Crane ,35,£0.55,"
New: ~CA$164
Used: ~CA$39
",1.6p,,Box,,Retail,Released January 1971 in the UK.,Not yet rated,,,,,,
8250,6432-1,Speedway Transport,,Normal,Modern day,Town,City,1999,View tags »Articulated LorryFormula 1OctanRacingRacing CarTrailerTransport VehicleTruck ,134,$22.00,"
New: ~CA$62
Used: ~CA$23
",16.4c,,Box,,Retail,Random set of the day on 30 Nov 2018, 2 Reviews,2,,,,,
8251,6433-1,Coast Watch,,Normal,Modern day,Town,City,1999,View tags »Coast GuardFloats On WaterPolicePolice Boat ,90,$30.00,"
New: ~CA$51
Used: ~CA$19
",33.3c,,Box,,Retail,, 3 Reviews,3,,,,,
8252,6434-1,Roadside Repair,,Normal,Modern day,Town,City,1999,View tags »JuniorisedRoad BaseplateService StationService VehicleTow TruckTransport VehicleTruck ,210,$50.00,"
New: ~CA$66
Used: ~CA$48
",23.8c,,Box,,Retail,Random set of the day on 17 May 2018, 3 Reviews,5,,,,,
8253,6435-1,Coast Guard HQ,,Normal,Modern day,Town,City,1999,View tags »4X4AircraftBaseplateBoatCameraCoast GuardDinghyDolphinFish TankFloats On WaterHelicopterJuniorisedLanding PadMotor TricycleOff RoaderPickup TruckPropeller AircraftRoad BaseplateSharkSpeedboat ,221,$66.00,"
New: ~CA$229
Used: ~CA$55
",29.9c,5 - 12,Box,,Retail,Random set of the day on 16 Oct 2020, 1 Review,6,,EAN: 5702012000102,,,
8254,6436-1,Go-Kart,,Normal,Modern day,Town,Racing,1999,View tags »Go KartOctanRacingRacing Car ,22,,"
New: ~CA$5
Used: ~CA$3
",,,Box,,Retail,Boxed version of 6498-1 ,✭✭✭✭✩ 3.4 19 ratings 5 Reviews,1,,,,,
8255,6437-1,Beach Buggy,,Normal,Modern day,Town,City,1999,View tags »4X4BeachConvertibleDune BuggyJuniorised ,28,$3.00,"
New: ~CA$12
Used: ~CA$4
",10.7c,,Box,,Retail,,✭✭✭✩✩ 3.2 48 ratings 13 Reviews,1,,UPC: 042884064372EAN: 5702012000126,,,
8256,6439-1,Mini Dumper,,Normal,Modern day,Town,City,1999,View tags »ConstructionJuniorisedTipper Truck ,30,$3.00,"
New: ~CA$10
Used: ~CA$4
",10.0c,,Box,,Retail,Random set of the day on 12 Jun 2020,✭✭✭✩✩ 3.2 17 ratings 3 Reviews,1,,,,,
8257,6440-1,Jetport Fire Squad,Airport Fire Squad,Normal,Modern day,Town,Fire,1991,View tags »9VAirportElectricFire TruckLight And Sound SystemTruck ,159,$27.50,"
New: ~CA$315
Used: ~CA$61
",17.3c,,Box,,Retail,Includes 9V light and sound elements.,✭✭✭✭✩ 4.2 29 ratings 2 Reviews,2,,EAN: 5702010964406,,,
8258,644-1,Double Tanker,Police Mobile Patrol,Normal,Vintage,LEGOLAND,Vehicle,1971,View tags »Articulated LorryTankerTanker VehicleTrailerTruck ,61,£0.55,"
New: 
Used: ~CA$128
",0.9p,,Box,,Retail,Released January 1971 in the UK.,Not yet rated,,,,,,
8259,6441-1,Deep Sea Refuge,,Normal,Modern day,Town,Divers,1997,View tags »BaseBaseplateBoatCraneDolphinFishing BoatLabOctopusSharkSubmarineX Ray ,433,$60.00,"
New: ~CA$194
Used: ~CA$124
",13.9c,,Box,,Retail,,✭✭✭✭✭ 4.6 31 ratings 8 Reviews,5,,EAN: 5702010964413,,,
8260,644-2,Police Mobile Patrol,,Normal,Modern day,Town,Classic,1978,View tags »MotorcyclePolicePolice Car ,64,,"
New: ~CA$274
Used: ~CA$7
",,,,,,European version of 540-2 , 1 Review,1,,,,,
8261,6442-1,Sting Ray Explorer,,Normal,Modern day,Town,Divers,1997,View tags »BaseplateCameraStingraySubmarine ,147,$20.00,"
New: ~CA$127
Used: ~CA$36
",13.6c,,Box,,Retail,,✭✭✭✭✭ 4.3 53 ratings 5 Reviews,3,,UPC: 042884064426EAN: 5702010964420,,,
8262,6444-1,Outback Airstrip,,Normal,Modern day,Town,Outback,1997,View tags »AircraftBaseplateOctanParrotPropeller AircraftService StationWindmill ,167,$20.00,"
 New: ~CA$89
Used: ~CA$44
",12.0c,,Box,,Retail,Limited release., 3 Reviews,3,,UPC: 042884064440,,,
8263,6445-1,Emergency Evac,,Normal,Modern day,Town,Res-Q,1998,View tags »AmbulanceTrailerVan ,101,$8.00,"
New: ~CA$42
Used: ~CA$14
",7.9c,,Box,,Retail,,✭✭✭✭✩ 3.9 62 ratings 4 Reviews,1,,UPC: 042884064457EAN: 5702010964451,,,
8264,6446-1,Crane Truck,,Normal,Modern day,Town,City,1999,View tags »JuniorisedService VehicleTow TruckTruck ,26,,"
New: ~CA$10
Used: ~CA$7
",,,Box,,Retail,, 4 Reviews,1,,,,,
8265,6447-1,Dumper,,Normal,Modern day,Town,City,1999,View tags »ConstructionJuniorisedTipper TruckTruck ,49,,"
New: ~CA$18
Used: ~CA$11
",,,Box,,Retail,, 3 Reviews,2,,,,,
8266,6450-1,Mobile Police Truck,Police Van,Normal,Modern day,Town,Police,1986,View tags »9VElectricLight And Sound SystemPolicePolice CarTruck ,84,,"
New: ~CA$354
Used: ~CA$36
",,,Box,,Retail,Includes 9V light and sound elements.,✭✭✭✭✩ 4.1 61 ratings 2 Reviews,1,,,,,
8267,645-1,Police Helicopter,Police Helicopter,Normal,Modern day,Town,Classic,1979,View tags »AircraftHelicopterPolicePolice HelicopterPropeller Aircraft ,57,,"
New: ~CA$115
Used: ~CA$7
",,,,,,Random set of the day on 11 Oct 2020,✭✭✭✭✩ 3.3 17 ratings 4 Reviews,1,,,,,
8268,6451-1,River Response,,Normal,Modern day,Town,Res-Q,1998,View tags »BoatCarDinghySpeedboat ,153,$20.00,"
New: ~CA$89
Used: ~CA$20
",13.1c,,Box,,Retail,,✭✭✭✭✩ 4.0 37 ratings 7 Reviews,3,,,,,
8269,645-2,Milk Truck with Trailer,,Normal,Vintage,LEGOLAND,Vehicle,1971,View tags »TrailerTruck ,57,£0.55,"
New: 
Used: ~CA$24
",1.0p,,Box,,Retail,Released April 1971 in the UK., 1 Review,,,,,,
8270,6452-1,Mini Rocket Launcher,,Normal,Modern day,Town,Space Port,1999,View tags »RocketSpace ,32,$3.00,"
New: ~CA$25
Used: ~CA$5
",9.4c,,Box,,Retail,Included in 6469-1 ,✭✭✭✭✩ 3.4 36 ratings 5 Reviews,1,,EAN: 5702012000447,,,
8271,6453-1,Com-Link Cruiser,,Normal,Modern day,Town,Space Port,1999,View tags »Mobile BaseSpace ,60,$6.00,"
New: ~CA$20
Used: ~CA$7
",10.0c,,Box,,Retail,,✭✭✭✭✩ 3.5 50 ratings 9 Reviews,1,,EAN: 5702012000454,,,
8272,6454-1,Countdown Corner,,Normal,Modern day,Town,Space Port,1999,View tags »RocketSatelliteSolar PanelSpace ,133,$20.00,"
New: ~CA$102
Used: ~CA$25
",15.0c,,Box,,Retail,Light and Sound.,✭✭✭✭✩ 3.9 51 ratings 6 Reviews,1,,EAN: 5702012000461,,,
8273,6455-1,Space Simulation Station,,Normal,Modern day,Town,Space Port,1999,View tags »AircraftBaseBaseplateQuad BikeSpaceSpace ShuttleTraining ,245,$30.00,"
New: ~CA$76
Used: ~CA$29
",12.2c,,Box,,Retail,Random set of the day on 22 Mar 2019,✭✭✭✭✩ 4.0 31 ratings 5 Reviews,3,,EAN: 5702012000478, Bjarke Lykke Madsen ,,
8274,6456-1,Mission Control,,Normal,Modern day,Town,Space Port,1999,View tags »AircraftBaseplateRocketSatelliteSolar PanelSpaceSpace ShuttleTracked Vehicle ,494,$79.99,"
New: ~CA$178
Used: ~CA$84
",16.2c,8 - 12,Box,,Retail,Light and Sound.,✭✭✭✭✭ 4.6 18 ratings 7 Reviews,4,,EAN: 5702012000485,,,
