0,1,2,3
10245-1,82,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: meh 4.6 / 5 → 92 / 100
10246-1,91,"Average PPP for System in 2015 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10247-1,92,"Average PPP for System in 2015 is 0.12. PPP for this set is 0.09, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10248-1,86,"Average PPP for System in 2015 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: meh 4.85 / 5 → 97 / 100
10249-1,89,"Average PPP for System in 2015 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: yes 5 / 5 → 100 / 100
1025-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no
10251-1,81,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.07, which is better.",Recommendation: yes 4.7 / 5 → 94 / 100
10252-1,89,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10253-1,87,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.06, which is better.",Recommendation: meh 4.63 / 5 → 93 / 100
10254-1,76,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.15, which is worse.",Recommendation: meh 4.7 / 5 → 94 / 100
10255-1,89,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.07, which is better.",Recommendation: yes 10 / 10 → 100 / 100
10256-1,73,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.06, which is better.",Recommendation: meh 4.62 / 5 → 92 / 100
10257-1,89,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.07, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10258-1,88,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: yes 9.5 / 10 → 95 / 100
10259-1,78,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.09, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
10260-1,91,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.07, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10261-1,89,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10262-1,83,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.12, which is better.",Recommendation: yes 4.7 / 5 → 94 / 100
10263-1,82,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
10264-1,78,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.08, which is better.",Recommendation: meh 4.5 / 5 → 90 / 100
10265-1,97,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.1, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10266-1,89,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.09, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10267-1,93,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.07, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10268-1,86,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.24, which is worse.",Recommendation: yes 10 / 10 → 100 / 100
10269-1,87,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.1, which is better.",Recommendation: yes 95 / 100 → 95 / 100
10270-1,84,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.07, which is better.",Recommendation: yes 93 / 100 → 93 / 100
10271-1,82,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.09, which is better.",Recommendation: yes 9 / 10 → 90 / 100
10272-1,91,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: yes 10 / 10 → 100 / 100
10273-1,88,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: yes 93 / 100 → 93 / 100
10274-1,Unknown,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.09, which is better.",Recommendation: meh 4.56 / 5 → 91 / 100
10275-1,86,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: yes 4.5 / 5 → 90 / 100
10276-1,Unknown,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.06, which is better.",Recommendation: meh 4.47 / 5 → 89 / 100
10277-1,89,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: meh 4.63 / 5 → 93 / 100
10278-1,87,"Average PPP for System in 2021 is 0.13. PPP for this set is 0.07, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10281-1,Unknown,"Average PPP for System in 2021 is 0.13. PPP for this set is 0.06, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10285-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no
1029-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 83 / 100 → 83 / 100
10-3,Unknown,"Average PPP for System in 1971 is 1.09. PPP for this set is 0.13, which is better.",Recommendation: meh 77 / 100 → 77 / 100
1030-1,Unknown,"Average PPP for Other in 1982 is 1.11. PPP for this set is 1.11, which is average.",Recommendation: yes 80 / 100 → 80 / 100
103-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 67 / 100 → 67 / 100
1031-1,Unknown,"Average PPP for Other in 1983 is 2.03. PPP for this set is 2.03, which is average.",Recommendation: no 50 / 100 → 50 / 100
1032-1,Unknown,"Average PPP for Other in 1984 is 0.71. PPP for this set is 0.71, which is average.",Recommendation: meh 74 / 100 → 74 / 100
1039-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh
10401-1,87,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.06, which is better.",Recommendation: meh 4.9 / 5 → 98 / 100
10402-1,88,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.05, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
10403-1,89,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.07, which is better.",Recommendation: yes 4.9 / 5 → 98 / 100
10404-1,90,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.05, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10405-1,91,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.07, which is better.",Recommendation: yes 5 / 5 → 100 / 100
104-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 80 / 100 → 80 / 100
10501-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 1.1, which is worse.",Recommendation: no 3.5 / 5 → 70 / 100
10502-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 1.73, which is worse.",Recommendation: meh 4.7 / 5 → 94 / 100
10503-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.66, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
10504-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.61, which is better.",Recommendation: meh 4.5 / 5 → 90 / 100
10505-1,81,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.79, which is better.",Recommendation: no 4.1 / 5 → 82 / 100
10506-1,79,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.91, which is worse.",Recommendation: meh 4.2 / 5 → 84 / 100
10507-1,88,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.95, which is worse.",Recommendation: meh 4.67 / 5 → 93 / 100
10508-1,84,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.9, which is worse.",Recommendation: meh 4.3 / 5 → 86 / 100
105-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
10512-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.75, which is better.",Recommendation: meh 4.4 / 5 → 88 / 100
10513-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.75, which is better.",Recommendation: meh 4.5 / 5 → 90 / 100
10514-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.78, which is better.",Recommendation: meh 4.6 / 5 → 92 / 100
10515-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.85, which is better.",Recommendation: meh 4.4 / 5 → 88 / 100
10516-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.55, which is better.",Recommendation: meh 4.5 / 5 → 90 / 100
10517-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.37, which is better.",Recommendation: no 4.1 / 5 → 82 / 100
10518-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.5, which is better.",Recommendation: meh 4.3 / 5 → 86 / 100
10519-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 1.37, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
105-2,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 73 / 100 → 73 / 100
10521-1,Unknown,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.84, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
10522-1,Unknown,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.9, which is worse.",Recommendation: meh 4.6 / 5 → 92 / 100
10524-1,99,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.75, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
10525-1,98,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.54, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10526-1,93,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.83, which is worse.",Recommendation: meh 4.8 / 5 → 96 / 100
10527-1,Unknown,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 1.16, which is worse.",Recommendation: meh 4.8 / 5 → 96 / 100
10528-1,85,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.83, which is worse.",Recommendation: meh 4.5 / 5 → 90 / 100
10529-1,Unknown,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 1.02, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
1053-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
10532-1,90,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.69, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10538-1,100,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 1.08, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
10539-1,97,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.73, which is better.",Recommendation: yes 5 / 5 → 100 / 100
1054-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 48 / 100 → 48 / 100
10542-1,Unknown,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.69, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
10543-1,85,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 1.13, which is worse.",Recommendation: meh 4.8 / 5 → 96 / 100
10544-1,95,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.81, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
10545-1,90,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.92, which is worse.",Recommendation: meh 4.5 / 5 → 90 / 100
10546-1,86,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.69, which is better.",Recommendation: meh 4.5 / 5 → 90 / 100
10550-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 2.44, which is worse.",Recommendation: meh 4.4 / 5 → 88 / 100
10552-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.55, which is better.",Recommendation: meh 4.6 / 5 → 92 / 100
10553-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.83, which is better.",Recommendation: no 3.7 / 5 → 74 / 100
10554-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 1.1, which is worse.",Recommendation: no 4 / 5 → 80 / 100
10558-1,89,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.7, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
10559-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.95, which is worse.",Recommendation: meh 4.6 / 5 → 92 / 100
10560-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 1.1, which is worse.",Recommendation: no 3.7 / 5 → 74 / 100
1056-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 70 / 100 → 70 / 100
10561-1,Unknown,"Average PPP for Baby in 2013 is 0.88. PPP for this set is 0.59, which is better.",Recommendation: no 3.8 / 5 → 76 / 100
10566-1,84,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.52, which is better.",Recommendation: meh 4.4 / 5 → 88 / 100
10567-1,88,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 1.2, which is worse.",Recommendation: meh 4.5 / 5 → 90 / 100
10568-1,Unknown,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.67, which is better.",Recommendation: no 3.4 / 5 → 68 / 100
10569-1,91,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.7, which is better.",Recommendation: meh 4.6 / 5 → 92 / 100
10570-1,97,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.54, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10571-1,72,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.5, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
10572-1,97,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.5, which is better.",Recommendation: meh 4.94 / 5 → 99 / 100
10573-1,96,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.65, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10574-1,90,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.67, which is better.",Recommendation: meh 4.5 / 5 → 90 / 100
10576-1,Unknown,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.84, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
10577-1,Unknown,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.48, which is better.",Recommendation: meh 4.5 / 5 → 90 / 100
10579-1,96,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.87, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
10580-1,98,"Average PPP for Baby in 2014 is 0.74. PPP for this set is 0.57, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10581-1,84,"Average PPP for Baby in 2015 is 0.87. PPP for this set is 0.83, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10582-1,Unknown,"Average PPP for Baby in 2015 is 0.87. PPP for this set is 0.55, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
10584-1,96,"Average PPP for Baby in 2015 is 0.87. PPP for this set is 0.61, which is better.",Recommendation: yes 5 / 5 → 100 / 100
10585-1,Unknown,"Average PPP for Baby in 2015 is 0.87. PPP for this set is 0.83, which is better.",Recommendation: no 4 / 5 → 80 / 100
10586-1,91,"Average PPP for Baby in 2015 is 0.87. PPP for this set is 1.47, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
10587-1,94,"Average PPP for Baby in 2015 is 0.87. PPP for this set is 0.41, which is better.",Recommendation: yes 4.9 / 5 → 98 / 100
10589-1,90,"Average PPP for Baby in 2015 is 0.87. PPP for this set is 1.24, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
