,0,1,2
737,1191-1,CA $30.79,CA $14.45
738,11938-1,CA $6.64,CA $6.96
739,11939-1,CA $8.45,-
740,11940-1,CA $12.65,-
741,11941-1,CA $10.54,-
742,11942-1,CA $11.77,-
743,11943-1,CA $17.33,-
744,1195-1,CA $25.31,CA $7.11
745,1196-1,CA $32.63,CA $17.50
746,1197-1,CA $60.22,CA $34.14
747,1197-2,CA $11.68,-
748,1198-1,CA $83.19,CA $44.40
749,1199-1,CA $126.85,CA $112.27
750,1200-1,-,CA $274.27
751,1200M-1,-,CA $391.81
752,120-1,-,CA $187.87
753,1201-2,CA $33.07,-
754,120-2,-,CA $68.70
755,1203-1,CA $11.47,-
756,1204-1,CA $12.01,-
757,120438-1,-,CA $24.40
758,1205-1,CA $2.50,CA $3.99
759,1206-1,CA $8.15,-
760,1207-1,CA $3.96,-
761,1208-1,CA $3.45,-
762,1209-1,CA $16.53,CA $4.69
763,1210-1,CA $14.04,-
764,121-1,-,CA $9.55
765,1211-1,CA $5.68,-
766,1212-1,CA $4.93,-
767,1212-2,-,CA $82.22
768,1213-1,CA $24.81,-
769,1213-2,-,CA $82.22
770,1214-1,CA $8.76,-
771,1215-1,CA $8.70,-
772,1216-1,CA $54.20,-
773,1217-1,CA $14.06,-
774,121801-1,CA $10.20,CA $3.41
775,121802-1,CA $9.15,CA $6.08
776,1218-1,CA $10.18,-
777,121903-1,CA $9.32,-
778,121904-1,CA $7.93,-
779,1219-1,CA $9.76,-
780,122005-1,CA $7.18,-
781,122006-1,CA $5.27,-
782,122007-1,CA $5.77,CA $4.05
783,122008-1,CA $7.59,CA $4.31
784,122009-1,CA $6.99,-
785,1220-1,CA $12.18,CA $31.34
786,122010-1,CA $7.75,-
787,122-1,"CA $1,880.68",CA $188.77
788,1224-1,CA $16.04,-
789,1226-1,CA $8.22,-
790,1227-1,-,-
791,1228-1,-,CA $12.84
792,1229-1,CA $21.15,-
793,1230-1,CA $29.61,-
794,123-1,-,CA $36.76
795,1231-1,CA $54.84,CA $10.95
796,1236-3,CA $137.13,-
797,1237-1,CA $71.11,-
798,1239-1,CA $20.67,CA $5.77
799,1240-1,CA $6.84,-
800,124-1,-,CA $51.16
801,1241-1,CA $5.27,-
802,1246-1,CA $21.85,CA $6.67
803,1247-1,CA $16.01,CA $5.93
804,1248-1,CA $16.26,CA $8.21
805,1249-1,CA $20.90,CA $7.59
806,1250-1,CA $11.47,CA $4.36
807,125-1,-,CA $29.57
808,1251-1,CA $32.54,CA $6.94
809,125-2,CA $269.67,CA $111.49
810,1252-1,CA $47.86,CA $18.52
811,1253-1,CA $25.77,CA $10.90
812,1254-1,CA $62.14,CA $33.60
813,1255-1,CA $89.90,CA $40.37
814,1256-1,CA $125.10,CA $38.09
815,1257-1,CA $16.60,CA $5.00
816,1258-1,-,-
817,1259-1,CA $14.75,-
818,1260-1,-,CA $32.09
819,126-1,-,CA $59.34
820,1263-1,CA $19.46,CA $3.79
821,1264-1,CA $14.71,CA $4.17
822,1265-1,CA $30.78,CA $6.90
823,1266-1,CA $18.62,-
824,1269-1,CA $311.60,CA $55.31
825,1270-2,CA $13.55,CA $6.87
826,127-1,-,-
827,1271-1,CA $64.08,-
828,1272-1,-,CA $3.92
829,1273-1,CA $8.98,CA $2.47
830,1274-1,-,-
831,1275-1,-,-
832,1276-1,CA $34.67,-
833,1277-1,CA $35.31,-
834,1278-1,-,-
835,1279-1,CA $57.78,CA $39.10
836,1280-1,CA $64.21,-
837,128-1,-,CA $25.86
838,1281-1,CA $51.35,CA $12.34
839,128-2,-,CA $33.31
840,1282-1,CA $39.67,CA $7.54
841,128-3,-,CA $35.65
842,1283-1,CA $27.78,CA $7.55
843,1284-1,CA $20.59,CA $7.74
844,1285-1,CA $25.61,CA $11.56
845,1287-1,CA $73.74,-
846,1288-1,-,CA $15.41
847,1289-1,-,-
848,1290-1,CA $69.36,-
849,1291-1,CA $22.57,CA $10.58
850,1292-1,CA $51.17,CA $5.25
851,1293-1,CA $24.30,-
852,1294-1,CA $51.69,CA $16.05
853,1295-1,CA $36.39,-
854,1296-1,CA $42.38,CA $5.02
855,1297-1,CA $32.11,CA $7.84
856,1298-1,CA $233.46,-
857,130-1,CA $217.85,CA $38.04
858,1305-1,CA $80.06,-
859,1306-1,-,"CA $1,567.24"
860,1307-1,-,"CA $2,115.77"
861,1308-1,-,"CA $2,350.86"
862,1309-1,"CA $2,821.03",-
863,1310-1,-,"CA $2,194.13"
864,131-1,-,CA $62.96
865,1315-1,CA $63.21,-
866,1320-1,CA $27.20,-
867,132-1,-,CA $34.70
868,132-2,-,CA $53.94
869,1322-1,CA $30.34,-
870,1323-1,CA $30.34,-
871,1325-1,CA $17.07,-
872,1326-1,CA $26.97,-
873,1327-1,CA $21.81,-
874,1328-1,CA $23.70,-
875,1330-1,CA $30.34,-
876,133-1,-,CA $93.25
877,1331-1,CA $30.34,-
878,1334-1,CA $39.96,-
879,1335-1,CA $45.45,-
880,1336-1,CA $39.18,-
881,1337-1,CA $52.15,-
882,1338-1,CA $30.34,-
883,134-1,-,CA $64.12
884,1342-1,-,-
885,1343-1,CA $22.75,-
886,1346-1,CA $32.24,-
887,1348-1,CA $89.88,-
888,1349-1,CA $254.12,CA $123.31
889,135-1,-,CA $141.25
890,1351-1,CA $80.56,CA $60.38
891,1352-1,CA $86.09,CA $47.95
892,1353-1,CA $42.16,CA $25.36
893,1354-1,CA $44.95,CA $17.10
894,1355-1,CA $38.89,CA $10.83
895,1356-1,CA $29.04,CA $7.70
896,1357-1,CA $25.25,CA $8.66
897,1360-1,CA $22.75,CA $7.82
898,136-1,-,CA $42.24
899,1361-1,CA $24.72,CA $5.85
900,1362-1,CA $14.53,CA $4.41
901,1363-1,CA $18.13,CA $3.71
902,1370-1,CA $114.03,CA $42.82
903,1371-1,CA $253.79,CA $103.61
904,137-2,-,CA $60.21
905,1374-1,CA $73.67,CA $52.40
906,1376-1,CA $150.51,CA $62.73
907,1380-1,CA $70.71,CA $46.46
908,138-1,-,CA $879.22
909,1381-1,CA $170.92,CA $94.92
910,1382-1,CA $281.58,CA $139.33
911,1383-1,CA $46.34,CA $27.24
912,1385-1,CA $7.25,CA $1.28
913,1386-1,CA $11.89,-
914,1388-1,CA $39.44,CA $19.32
915,1389-1,CA $47.38,CA $31.22
916,1390-1,"CA $5,267.36",CA $24.37
917,139-1,-,-
918,1391-1,CA $56.70,CA $29.68
919,1392-1,CA $69.30,CA $30.97
920,1393-1,CA $39.89,CA $17.70
921,139A-1,CA $544.61,-
922,1400-1,-,CA $23.51
923,140-2,-,CA $124.34
924,1403-1,CA $23.51,CA $4.50
925,1404-1,-,CA $6.34
926,1405-1,-,CA $6.17
927,1406-1,CA $34.54,CA $7.84
928,1407-1,CA $18.23,-
929,1408-1,-,CA $8.35
930,14-1,-,-
931,1411-1,CA $36.34,CA $13.06
932,1413-1,CA $57.58,CA $18.41
933,1414-1,CA $58.91,-
934,1415-1,CA $60.79,-
935,1416-1,-,CA $7.91
936,1417-1,-,CA $27.21
937,1417-2,CA $52.63,CA $16.35
938,1418-1,CA $74.44,CA $17.36
939,1419-1,CA $60.94,CA $28.00
940,1420-1,CA $60.94,CA $37.42
941,1421-1,CA $18.52,-
942,1422-1,CA $22.09,-
943,1423-1,CA $18.22,CA $3.15
944,1424-1,CA $21.77,-
945,1425-1,-,CA $4.70
946,1428-2,CA $14.80,CA $5.17
947,1429-1,-,CA $4.31
948,1429-2,CA $19.97,CA $6.74
949,1430-1,CA $16.20,-
950,1430-2,CA $17.97,CA $4.82
951,1431-1,-,CA $9.27
952,1432-1,CA $45.24,CA $9.27
953,1433-1,CA $54.14,CA $9.27
954,1434-1,CA $60.94,CA $17.13
955,1435-1,CA $44.54,-
956,1436-1,CA $30.66,-
957,1437-1,CA $28.44,-
958,1441-1,CA $29.37,CA $8.12
959,145-1,CA $462.29,-
960,146-1,CA $325.99,CA $46.21
961,1461-1,CA $61.39,CA $10.06
962,1462-1,-,CA $21.09
963,1463-1,CA $42.38,CA $18.35
964,1464-1,-,CA $14.00
965,1467-1,CA $114.41,CA $27.51
966,1468-1,-,CA $20.64
967,1469-1,CA $81.65,CA $12.39
968,1470-1,CA $217.85,CA $30.08
969,147-1,CA $228.64,CA $100.39
970,1472-1,-,CA $117.54
971,1474-1,CA $60.75,-
972,1475-1,CA $938.78,CA $108.30
973,1477-1,-,CA $8.03
974,1478-1,-,CA $19.97
975,1479-1,-,CA $27.69
976,1480-1,-,CA $32.58
977,148-1,-,CA $125.52
978,1481-1,-,CA $15.41
979,1483-1,-,CA $12.88
980,1484-1,"CA $1,154.31",CA $186.96
981,1489-1,CA $940.34,CA $110.98
982,1490-1,"CA $1,524.81",CA $350.87
983,149-1,-,CA $129.76
984,1491-1,CA $416.49,CA $43.01
985,1492-1,-,CA $27.40
986,1496-1,-,CA $37.76
987,1497-1,-,CA $51.29
988,1498-1,CA $352.63,CA $76.05
989,1499-1,"CA $2,349.29",CA $94.95
990,150-1,CA $39.18,CA $10.04
991,1506-1,CA $865.16,-
992,1510-1,"CA $2,506.01",CA $513.65
993,151-1,-,CA $11.29
994,1512-1,CA $77.05,CA $86.20
995,1512-2,CA $642.07,-
996,1513-2,-,CA $38.50
997,1514-1,CA $68.35,-
998,1516-1,-,CA $391.81
999,1517-1,-,CA $15.22
1000,1518-1,-,CA $28.89
1001,1520-1,CA $642.07,-
1002,152-1,CA $50.04,CA $36.31
1003,1521-1,CA $31.97,-
1004,1522-1,CA $25.67,-
1005,1523-1,CA $36.12,CA $19.26
1006,1524-1,CA $51.37,CA $64.19
1007,1525-1,-,CA $256.83
1008,1528-1,-,CA $28.42
1009,153-1,CA $51.38,CA $22.39
1010,154-1,CA $28.65,CA $15.87
1011,1544-1,-,CA $33.56
1012,1545-1,CA $21.07,CA $4.49
1013,1547-1,CA $313.43,CA $37.75
1014,1548-1,CA $448.81,CA $91.84
1015,1548-2,-,CA $2.35
1016,1549-1,-,CA $12.12
1017,1550-1,-,-
1018,155-1,CA $18.02,CA $13.67
1019,1551-1,CA $13.08,CA $1.33
1020,1551-2,-,CA $111.60
1021,1552-1,-,CA $398.72
1022,1552-2,-,CA $37.92
1023,1554-1,-,CA $401.60
1024,1555-1,CA $30.31,CA $4.75
1025,1557-1,-,CA $29.56
1026,1558-1,-,CA $95.86
1027,1560-1,CA $22.95,CA $5.71
1028,1560-2,-,CA $250.41
1029,1560-3,CA $15.90,CA $5.14
1030,156-1,CA $61.06,-
1031,1561-1,CA $13.36,CA $4.53
1032,1561-2,-,CA $47.02
1033,156-2,CA $40.24,CA $9.13
1034,1562-1,CA $15.51,CA $6.07
1035,1562-2,CA $37.49,CA $10.27
1036,1562-3,-,CA $54.85
1037,1563-1,CA $12.20,CA $5.53
1038,1570-1,-,-
1039,157-1,CA $20.08,CA $7.95
1040,157-2,CA $33.46,-
1041,1572-1,-,CA $36.18
1042,157-3,-,CA $313.45
1043,1575-1,-,CA $480.27
1044,1576-1,-,CA $34.37
1045,1577-1,-,CA $16.46
1046,1580-1,CA $121.99,CA $76.45
1047,1580-2,-,CA $221.23
1048,158-1,CA $108.14,CA $20.68
1049,1581-1,-,CA $318.38
1050,1581-2,-,CA $273.07
1051,1584-1,-,CA $470.17
1052,1588-1,CA $29.51,-
1053,1589-1,-,CA $358.16
1054,1589-2,-,-
1055,1590-2,-,CA $208.16
1056,159-1,CA $32.10,CA $10.07
1057,1591-1,CA $703.94,CA $68.37
1058,1592-1,"CA $1,237.37",CA $402.11
1059,1592-2,"CA $1,295.24",CA $212.71
1060,1593-1,-,CA $272.47
1061,1594-1,-,CA $15.87
1062,1595-1,-,CA $11.08
1063,1596-1,-,CA $34.33
1064,1598-1,-,CA $7.70
1065,1599-1,-,CA $38.31
1066,160-1,CA $38.37,CA $17.63
1067,1601-1,-,CA $717.29
1068,1602-1,CA $36.68,-
1069,1603-1,CA $10.38,-
1070,1604-1,CA $34.05,CA $2.56
1071,1605-1,CA $24.24,-
1072,1606-1,CA $27.02,CA $4.81
1073,1607-1,CA $15.49,CA $3.97
1074,1610-1,CA $30.68,CA $7.22
1075,1610-2,-,CA $44.55
1076,161-1,CA $155.16,-
1077,1611-1,CA $32.42,CA $6.00
1078,1611-2,-,CA $47.01
1079,1612-1,CA $37.04,CA $5.98
1080,1613-1,-,CA $45.39
1081,1614-1,CA $38.52,CA $28.89
1082,1617-1,-,CA $13.91
1083,1620-1,-,-
1084,1620-2,-,CA $246.40
1085,162-1,CA $509.35,CA $128.78
1086,1621-1,-,CA $60.34
1087,1624-1,-,CA $26.39
1088,1625-1,-,CA $4.25
1089,1626-1,CA $35.96,CA $7.06
1090,1627-1,CA $14.13,CA $30.09
1091,1628-1,CA $10.59,-
1092,1630-1,CA $68.19,CA $5.66
1093,163-1,-,CA $107.17
1094,1631-1,-,CA $8.61
1095,1632-1,CA $115.60,CA $13.27
1096,1633-1,-,CA $14.92
1097,1635-1,-,CA $17.98
1098,1636-1,-,CA $17.41
1099,1640-1,CA $5.78,CA $4.40
1100,164-1,-,CA $86.89
1101,1641-1,CA $7.19,-
1102,1642-1,CA $17.38,CA $4.01
1103,1642-2,CA $13.52,CA $3.37
1104,1643-1,CA $20.23,CA $3.87
1105,1644-1,CA $16.53,CA $5.18
1106,1644-2,CA $13.07,CA $5.15
1107,1645-1,CA $22.49,CA $2.41
1108,1646-1,CA $10.67,CA $2.11
1109,1646-2,CA $16.01,CA $4.28
1110,1647-1,CA $24.82,CA $2.76
1111,1648-1,CA $14.83,CA $3.98
1112,1649-1,CA $11.30,CA $3.33
1113,1649-2,CA $15.37,CA $4.70
1114,1650-1,"CA $3,918.09","CA $1,146.20"
1115,165-1,-,CA $174.42
1116,1651-1,CA $26.11,CA $5.52
1117,1651-2,"CA $3,047.10","CA $2,194.13"
1118,1655-1,-,CA $179.78
1119,1656-1,CA $447.56,CA $64.44
1120,1656-2,"CA $1,018.70",CA $272.24
1121,1657-1,CA $25.68,CA $2.78
1122,1658-1,"CA $1,554.52",CA $383.96
1123,1660-1,CA $385.24,CA $131.27
1124,166-1,-,CA $80.12
1125,1663-1,-,-
1126,1665-1,CA $438.35,CA $28.37
1127,1668-1,CA $16.67,-
1128,1670-1,CA $6.42,-
1129,167-1,-,CA $161.25
1130,1675-1,-,CA $173.36
1131,1677-1,CA $11.75,CA $5.52
1132,1678-1,CA $31.33,-
1133,1680-1,-,CA $69.60
1134,1681-1,-,CA $2.44
1135,1682-1,"CA $1,416.44",CA $153.26
1136,1687-1,-,CA $49.47
1137,1688-1,-,CA $28.84
1138,1690-1,-,CA $3.16
1139,1693-1,CA $12.20,CA $8.25
1140,1695-1,-,CA $20.08
1141,1696-1,CA $128.64,CA $29.34
1142,1698-1,CA $54.84,-
1143,1699-1,-,CA $13.93
1144,170-1,-,CA $70.76
1145,1702-1,-,CA $6.45
1146,1704-1,-,-
1147,1710-1,CA $28.89,CA $8.72
1148,17101-1,CA $211.67,CA $153.22
1149,171-1,-,CA $85.14
1150,1711-1,-,CA $14.77
1151,1712-1,CA $64.21,CA $11.49
1152,1713-1,-,CA $17.27
1153,1714-1,-,CA $11.26
1154,1715-1,CA $34.24,-
1155,1720-1,CA $141.25,CA $31.33
1156,1721-1,CA $166.76,CA $65.89
1157,1722-1,-,-
1158,1723-1,-,-
1159,1724-1,-,CA $2.05
1160,1725-1,-,CA $1.66
1161,1726-1,-,CA $1.69
1162,1727-1,-,CA $2.05
1163,1728-1,-,CA $31.80
1164,1729-1,-,CA $51.37
1165,1730-1,CA $22.33,CA $4.89
1166,1731-1,CA $42.14,CA $15.96
1167,1732-1,-,CA $18.65
1168,1733-1,CA $89.89,CA $22.81
1169,1736-1,-,CA $16.84
1170,1737-1,CA $144.45,CA $56.22
1171,1739-1,CA $10.04,CA $5.28
1172,1741-1,-,-
1173,1743-1,CA $38.51,-
1174,1746-1,-,CA $23.87
1175,1747-1,CA $86.52,CA $13.09
1176,1749-1,CA $26.33,CA $7.52
1177,1750-1,CA $235.09,CA $93.90
1178,1752-1,CA $25.68,CA $11.12
1179,1756-1,CA $20.86,CA $1.63
1180,1758-1,CA $44.99,CA $1.26
1181,1759-1,CA $9.03,-
1182,1760-1,CA $18.77,CA $3.45
1183,1761-1,CA $23.72,CA $5.31
1184,1762-1,-,CA $6.17
1185,1766-1,-,CA $8.88
1186,1767-1,CA $20.86,CA $0.87
1187,1768-1,-,CA $1.26
1188,1769-1,CA $36.08,CA $5.10
1189,1772-1,-,CA $60.28
1190,1773-1,-,CA $135.62
1191,1774-1,-,CA $68.71
1192,1775-1,CA $199.56,CA $86.00
1193,1777-1,CA $8.23,CA $1.32
1194,1778-1,CA $6.76,CA $1.81
1195,1779-1,CA $6.58,CA $2.05
1196,1781-1,-,CA $34.54
1197,1782-1,CA $256.83,CA $118.53
1198,1784-1,-,CA $14.11
1199,1785-1,-,CA $42.22
1200,1786-1,CA $96.31,CA $46.93
1201,1787-1,-,CA $60.14
1202,1788-1,-,CA $192.57
1203,1789-1,-,CA $179.70
1204,1790-1,-,-
1205,1791-1,-,-
1206,1792-1,-,CA $25.00
1207,1793-1,CA $642.07,CA $208.55
1208,1794-1,CA $173.36,CA $33.31
1209,1795-1,-,CA $32.10
1210,1798-1,CA $282.10,CA $64.21
1211,1800-1,-,CA $1.34
1212,180-1,-,CA $19.26
1213,1802-1,-,CA $19.37
1214,1804-1,CA $64.21,-
1215,1805-1,-,CA $14.70
1216,1806-1,CA $46.27,CA $7.25
1217,1807-1,CA $19.15,CA $9.25
1218,1808-1,CA $139.03,CA $40.48
1219,1809-1,CA $22.64,CA $5.22
1220,18-1,CA $57.77,-
1221,181-1,CA $883.14,CA $190.72
1222,1811-1,CA $64.21,-
1223,1815-1,CA $102.13,CA $63.73
1224,1817-1,CA $79.80,CA $53.16
1225,1818-1,-,CA $64.89
1226,182-1,"CA $1,339.99",CA $235.88
1227,1821-1,CA $239.22,CA $27.87
1228,1822-1,CA $221.10,CA $59.45
1229,1823-1,CA $7.48,CA $1.51
1230,1824-1,CA $22.17,CA $3.73
1231,1825-1,CA $14.92,CA $4.68
1232,1826-1,-,CA $3.13
1233,1827-1,CA $13.14,CA $4.18
1234,1828-1,-,CA $1.58
1235,183-1,-,CA $209.23
1236,1831-1,CA $476.19,CA $380.69
1237,1831-2,CA $385.23,CA $313.45
1238,1836-1,CA $7.43,CA $2.48
1239,1837-1,CA $8.44,CA $1.76
1240,1838-1,CA $7.43,CA $2.31
1241,1839-1,CA $8.09,CA $2.47
1242,1840-1,CA $17.39,CA $4.33
1243,1841-1,CA $8.65,CA $1.96
1244,1843-1,-,CA $55.18
1245,1845-1,CA $250.41,CA $67.42
1246,1846-1,CA $48.19,CA $3.84
1247,1847-1,CA $18.14,CA $3.12
1248,1850-1,CA $17.64,CA $3.53
1249,1853-1,CA $87.06,CA $36.78
1250,1854-1,CA $200.24,-
1251,1856-1,-,CA $26.97
1252,1857-1,-,CA $43.51
1253,1858-1,-,CA $14.23
1254,1859-1,CA $7.09,CA $1.51
1255,1863-1,CA $29.80,-
1256,1865-1,CA $26.11,CA $5.34
1257,1868-1,CA $38.52,-
1258,1869-1,-,CA $9.81
1259,1871-1,-,CA $19.26
1260,1873-1,-,CA $43.07
1261,1874-1,CA $70.63,-
1262,1875-1,-,CA $25.67
1263,1876-1,-,CA $35.03
1264,1877-1,-,CA $80.59
1265,1878-1,-,CA $21.16
1266,1879-1,CA $102.60,CA $43.10
1267,1880-1,-,CA $62.92
1268,1881-1,CA $70.53,CA $47.02
1269,1883-1,CA $84.28,-
1270,1884-1,CA $61.12,CA $23.25
1271,1885-1,-,CA $47.02
1272,1887-1,-,-
1273,1888-1,-,CA $46.53
1274,1889-1,-,CA $12.84
1275,1890-1,-,CA $9.88
1276,1891-1,-,-
1277,1895-1,CA $267.04,CA $30.71
1278,1896-1,CA $978.72,CA $51.83
1279,1898-1,CA $103.59,CA $13.98
1280,1899-1,CA $106.94,CA $13.55
1281,190-1,-,CA $148.07
1282,1901-2,CA $32.59,-
1283,1905-1,CA $30.28,CA $12.54
1284,1906-1,-,CA $126.55
1285,19-1,-,CA $6.42
1286,1910-1,CA $73.05,-
1287,1912-1,CA $15.50,CA $2.57
1288,1913-1,CA $9.93,-
1289,1914-1,CA $12.38,CA $4.66
1290,1915-1,CA $12.84,CA $2.10
1291,1916-1,-,CA $12.54
1292,1917-1,CA $47.02,-
1293,1918-1,CA $15.17,CA $25.68
1294,1919-1,CA $10.68,CA $9.85
1295,1920-1,CA $73.14,-
1296,192-1,CA $192.93,CA $45.41
1297,1922-2,-,CA $3.90
1298,1924-1,-,CA $24.52
1299,1924-2,-,CA $577.86
1300,1929-1,CA $40.37,CA $9.61
1301,194-1,CA $124.26,CA $48.80
1302,1944-1,CA $127.13,CA $24.40
1303,195-1,CA $66.77,CA $25.98
1304,1952-1,"CA $2,430.39",CA $409.75
1305,1953-1,CA $29.21,-
1306,1954-1,CA $39.16,CA $7.66
1307,1955-1,CA $545.12,CA $208.05
1308,1958-1,-,CA $9.11
1309,1959-1,-,CA $7.58
1310,196-1,CA $308.19,CA $52.58
1311,1962-1,-,CA $32.10
1312,1963-1,CA $385.39,-
1313,1965-1,-,CA $128.41
1314,1966-1,"CA $2,350.86",CA $240.20
1315,1967-1,-,CA $70.63
1316,1968-1,-,CA $274.76
1317,1969-1,-,CA $21.01
1318,1970-1,-,CA $34.39
1319,197-1,CA $154.10,CA $58.11
1320,19710-1,"CA $1,010.90",-
1321,1971-1,-,CA $33.84
1322,19720-1,"CA $1,056.31",-
1323,1972-1,-,CA $28.34
1324,1973-1,-,-
1325,1974-1,-,CA $182.54
1326,1974-2,-,CA $13.36
1327,1974-3,-,CA $97.46
1328,1974-4,-,CA $78.35
1329,1978-1,CA $16.18,CA $9.34
1330,1979-1,CA $20.54,CA $4.92
1331,1979-2,"CA $1,003.03",-
1332,1980-1,-,CA $7.07
1333,198-1,CA $77.05,-
1334,1981-1,CA $39.18,CA $10.58
1335,1990-1,CA $22.47,CA $10.31
1336,199-1,CA $802.58,CA $11.75
1337,1991-1,CA $51.37,CA $15.64
1338,1992-1,-,CA $17.67
1339,1993-1,CA $230.50,CA $62.92
1340,1994-1,-,CA $23.51
1341,1995-1,CA $9.16,CA $2.58
1342,1998-1,-,CA $313.65
1343,20001-1,CA $28.27,CA $10.40
1344,20002-1,CA $57.90,CA $16.07
1345,2000210-1,CA $8.55,-
1346,2000211-1,CA $3.88,-
1347,20003-1,CA $27.26,CA $17.26
1348,2000409-1,CA $565.85,-
1349,20004-1,CA $115.36,CA $44.85
1350,2000413-1,CA $892.47,-
1351,2000414-1,CA $56.48,-
1352,2000416-1,CA $5.93,-
1353,2000418-1,CA $13.75,-
1354,2000421-1,CA $165.62,-
1355,2000422-1,CA $182.18,-
1356,2000423-1,CA $221.25,-
1357,2000424-1,CA $17.43,-
1358,2000425-1,CA $16.83,-
1359,2000430-1,"CA $1,094.72",-
1360,2000431-1,CA $840.51,-
1361,2000442-1,CA $18.31,-
1362,2000443-1,CA $22.11,-
1363,2000444-1,CA $11.82,-
1364,2000445-1,CA $20.85,-
1365,2000446-1,CA $91.05,CA $42.80
1366,2000446-2,CA $66.76,-
1367,2000447-1,CA $9.29,-
1368,2000448-1,CA $14.97,-
1369,2000451-1,CA $678.64,-
1370,2000453-1,CA $16.85,-
1371,2000456-1,CA $17.42,-
1372,20005-1,CA $27.12,CA $18.21
1373,20006-1,CA $97.18,CA $25.70
1374,2000700-1,CA $14.25,-
1375,2000701-1,CA $11.91,-
1376,2000702-1,CA $14.84,-
1377,2000703-1,CA $11.41,-
1378,2000704-1,CA $13.22,-
1379,2000705-1,CA $12.64,-
1380,2000706-1,CA $12.62,-
1381,2000707-1,CA $13.87,-
1382,2000708-1,CA $11.73,-
1383,2000709-1,CA $14.27,-
1384,20007-1,CA $88.27,CA $25.91
1385,2000710-1,CA $7.18,-
1386,2000711-1,CA $8.67,-
1387,2000713-1,CA $15.11,-
1388,2000714-1,CA $35.26,-
1389,2000715-1,CA $11.11,-
1390,2000716-1,CA $27.43,-
1391,2000719-1,CA $12.60,-
1392,20008-1,CA $18.27,CA $7.10
1393,20009-1,CA $38.88,CA $24.38
1394,200-1,CA $130.86,CA $24.93
1395,20010-1,CA $42.56,CA $26.78
1396,20011-1,CA $26.43,CA $8.04
1397,20012-1,CA $25.64,CA $9.78
1398,20013-1,CA $20.44,CA $7.29
1399,20014-1,CA $18.33,CA $5.67
1400,20015-1,CA $46.87,CA $5.75
1401,20016-1,CA $29.17,CA $9.53
1402,20017-1,CA $19.90,CA $7.48
1403,20018-1,CA $56.32,CA $24.40
1404,20019-1,CA $32.98,CA $15.59
1405,20020-1,CA $35.84,CA $16.47
1406,20021-1,CA $33.96,CA $15.60
1407,200-3,-,CA $391.81
1408,200-4,-,CA $390.01
1409,2009-2,CA $229.09,CA $86.67
1410,20-1,CA $311.88,CA $54.58
1411,2011-2,CA $362.29,CA $370.42
1412,2015-1,CA $42.32,CA $7.84
1413,20200-1,CA $60.49,CA $34.69
1414,2020-1,-,CA $6.93
1415,20201-1,CA $73.01,CA $25.68
1416,20202-1,CA $34.87,CA $19.93
1417,20203-1,CA $73.89,CA $17.69
1418,20204-1,CA $57.76,CA $19.26
1419,20205-1,CA $44.02,CA $20.40
1420,20206-1,CA $86.43,CA $32.10
1421,20207-1,CA $106.17,CA $25.68
1422,20208-1,CA $58.29,CA $25.68
1423,20214-1,CA $196.25,-
1424,20215-1,CA $147.45,CA $128.40
1425,20216-1,CA $137.89,CA $86.68
1426,20217-1,CA $170.10,CA $115.96
1427,2023-1,CA $37.39,CA $13.42
1428,2025-1,CA $7.35,CA $1.88
1429,2032-1,CA $12.50,CA $2.46
1430,2037-1,-,CA $18.52
1431,2038-1,CA $66.44,CA $65.57
1432,2040-1,CA $65.82,CA $15.59
1433,2045-1,CA $9.41,CA $1.90
1434,2047-1,CA $9.57,CA $1.38
1435,205-2,-,CA $61.44
1436,2053-1,-,CA $10.58
1437,2054-1,-,CA $35.26
1438,2055-1,CA $66.99,-
1439,2056-1,-,CA $26.44
1440,2063-1,CA $39.18,CA $14.31
1441,2064-1,CA $69.05,CA $25.31
1442,2065-1,CA $52.67,CA $11.87
1443,2067-1,CA $43.37,CA $12.73
1444,2068-1,CA $55.06,CA $10.86
1445,2069-1,CA $9.91,CA $1.63
1446,2072-1,-,CA $19.08
1447,2075-1,CA $8.13,CA $1.17
1448,208-1,CA $278.06,CA $17.58
1449,21000-1,CA $229.84,CA $69.87
1450,21000-2,CA $191.48,CA $69.75
1451,21001-1,CA $343.74,CA $111.26
1452,21002-1,CA $114.70,CA $28.35
1453,21003-1,CA $127.91,CA $44.82
1454,21004-1,CA $189.64,CA $71.09
1455,21005-1,CA $570.31,CA $256.03
1456,21006-1,CA $197.16,CA $79.03
1457,21007-1,CA $217.18,CA $100.88
1458,21008-1,CA $156.92,CA $54.73
1459,21009-1,CA $482.06,CA $209.70
1460,210-1,CA $124.97,CA $22.81
1461,21010-1,CA $869.44,CA $609.66
1462,21011-1,CA $135.44,CA $66.40
1463,21012-1,CA $229.80,CA $99.37
1464,21013-1,CA $121.99,CA $47.88
1465,21014-1,CA $299.49,CA $143.79
1466,21015-1,CA $199.79,CA $84.91
1467,21016-1,CA $648.96,CA $213.19
1468,21017-1,CA $294.62,CA $203.71
1469,21018-1,CA $209.10,CA $105.24
1470,21019-1,CA $104.53,CA $52.22
1471,21020-1,CA $265.40,CA $147.91
1472,21021-1,"CA $1,747.04",-
1473,21022-1,CA $148.74,CA $95.52
1474,21023-1,CA $116.98,CA $93.07
1475,21024-1,CA $181.29,CA $111.02
1476,21026-1,CA $224.49,CA $133.24
1477,21027-1,CA $250.11,CA $159.68
